Stage,Round,Group,Date,Team 1,FT,HT,Team 2,∑FT,ET,P,Comments
,Round 1 | Leg 2,,(Wed) 29 Sep 1993 (W39),AEK Athens › GRE (2),1-1,1-1,AS Monaco › FRA (2),1-2 (agg.),,,
,Round 1 | Leg 2,,(Wed) 29 Sep 1993 (W39),Sparta Praha › CZE (2),2-0,1-0,AIK Solna › SWE (2),2-1 (agg.),,,
,Round 1 | Leg 2,,(Wed) 29 Sep 1993 (W39),Austria Wien › AUT (2),4-1,1-1,Rosenborg BK › NOR (4),5-4 (agg.),,,
,Round 1 | Leg 2,,(Wed) 29 Sep 1993 (W39),FC Barcelona › ESP (2),4-1,2-1,Dinamo Kiev › UKR (2),5-4 (agg.),,,
,Round 1 | Leg 2,,(Wed) 29 Sep 1993 (W39),Levski Sofia › BUL (2),2-1,1-1,Rangers FC › SCO (2),4-4 (agg.),,,Away Goals (1)
,Round 1 | Leg 2,,(Wed) 29 Sep 1993 (W39),Cork City › IRL (4),0-1,0-0,Galatasaray İstanbul AŞ › TUR (2),1-3 (agg.),,,
,Round 1 | Leg 2,,(Wed) 29 Sep 1993 (W39),Dinamo Minsk › BLR (2),1-1,1-0,Werder Bremen › GER (2),3-6 (agg.),,,
,Round 1 | Leg 2,,(Wed) 29 Sep 1993 (W39),Floriana › MLT (4),0-0,0-0,FC Porto › POR (2),0-2 (agg.),,,
,Round 1 | Leg 2,,(Wed) 29 Sep 1993 (W39),Spartak Moskva › RUS (2),4-0,2-0,Skonto › LVA (4),9-0 (agg.),,,
,Round 1 | Leg 2,,(Wed) 29 Sep 1993 (W39),RSC Anderlecht › BEL (2),3-0,3-0,HJK Helsinki › FIN (4),6-0 (agg.),,,
,Round 1 | Leg 2,,(Wed) 29 Sep 1993 (W39),Manchester United FC › ENG (2),2-1,0-0,Kispesti Honved › HUN (2),5-3 (agg.),,,
,Round 1 | Leg 2,,(Wed) 29 Sep 1993 (W39),Kobenhavn › DEN (2),3-0 (*),2-0,Linfield › NIR (4),3-3 (agg.),4-0 (a.e.t.),,
,Round 1 | Leg 2,,(Wed) 29 Sep 1993 (W39),Feyenoord Rotterdam › NED (2),3-0,1-0,IA Akranes › ISL (4),3-1 (agg.),,,
,Round 2 | Leg 1,,(Wed) 20 Oct 1993 (W42),Manchester United FC › ENG (3),3-3,2-2,Galatasaray İstanbul AŞ › TUR (3),,,,
,Round 2 | Leg 1,,(Wed) 20 Oct 1993 (W42),Kobenhavn › DEN (3),0-6,0-4,AC Milan › ITA (3),,,,
,Round 2 | Leg 1,,(Wed) 20 Oct 1993 (W42),AS Monaco › FRA (3),4-1,0-1,Steaua Bucuresti › ROU (3),,,,
,Round 2 | Leg 1,,(Wed) 20 Oct 1993 (W42),FC Barcelona › ESP (3),3-0,1-0,Austria Wien › AUT (3),,,,
,Round 2 | Leg 1,,(Wed) 20 Oct 1993 (W42),FC Porto › POR (3),1-0,0-0,Feyenoord Rotterdam › NED (3),,,,
,Round 2 | Leg 1,,(Wed) 20 Oct 1993 (W42),Lech Poznan › POL (3),1-5,1-3,Spartak Moskva › RUS (3),,,,
,Round 2 | Leg 1,,(Wed) 20 Oct 1993 (W42),Levski Sofia › BUL (3),2-2,0-0,Werder Bremen › GER (3),,,,
,Round 2 | Leg 1,,(Wed) 20 Oct 1993 (W42),Sparta Praha › CZE (3),0-1,0-0,RSC Anderlecht › BEL (3),,,,
,Round 2 | Leg 2,,(Wed) 3 Nov 1993 (W44),Galatasaray İstanbul AŞ › TUR (4),0-0,0-0,Manchester United FC › ENG (4),3-3 (agg.),,,Away Goals (1)
,Round 2 | Leg 2,,(Wed) 3 Nov 1993 (W44),AC Milan › ITA (4),1-0,1-0,Kobenhavn › DEN (4),7-0 (agg.),,,
,Round 2 | Leg 2,,(Wed) 3 Nov 1993 (W44),Steaua Bucuresti › ROU (4),1-0,0-0,AS Monaco › FRA (4),2-4 (agg.),,,
,Round 2 | Leg 2,,(Wed) 3 Nov 1993 (W44),RSC Anderlecht › BEL (4),4-2,1-1,Sparta Praha › CZE (4),5-2 (agg.),,,
,Round 2 | Leg 2,,(Wed) 3 Nov 1993 (W44),Feyenoord Rotterdam › NED (4),0-0,0-0,FC Porto › POR (4),0-1 (agg.),,,
,Round 2 | Leg 2,,(Wed) 3 Nov 1993 (W44),Spartak Moskva › RUS (4),2-1,1-1,Lech Poznan › POL (4),7-2 (agg.),,,
,Round 2 | Leg 2,,(Wed) 3 Nov 1993 (W44),Werder Bremen › GER (4),1-0,0-0,Levski Sofia › BUL (4),3-2 (agg.),,,
,Round 2 | Leg 2,,(Wed) 3 Nov 1993 (W44),Austria Wien › AUT (4),1-2,1-1,FC Barcelona › ESP (4),1-5 (agg.),,,
Group,Matchday ?,A,(Wed) 24 Nov 1993 (W47),Galatasaray İstanbul AŞ › TUR (5),0-0,0-0,FC Barcelona › ESP (5),,,,
Group,Matchday ?,A,(Wed) 24 Nov 1993 (W47),AS Monaco › FRA (5),4-1,2-0,Spartak Moskva › RUS (5),,,,
Group,Matchday ?,B,(Wed) 24 Nov 1993 (W47),RSC Anderlecht › BEL (5),0-0,0-0,AC Milan › ITA (5),,,,
Group,Matchday ?,B,(Wed) 24 Nov 1993 (W47),FC Porto › POR (5),3-2,2-0,Werder Bremen › GER (5),,,,
Group,Matchday ?,B,(Wed) 1 Dec 1993 (W48),AC Milan › ITA (6),3-0,2-0,FC Porto › POR (6),,,,
Group,Matchday ?,A,(Wed) 8 Dec 1993 (W49),Spartak Moskva › RUS (6),0-0,0-0,Galatasaray İstanbul AŞ › TUR (6),,,,
Group,Matchday ?,A,(Wed) 8 Dec 1993 (W49),FC Barcelona › ESP (6),2-0,2-0,AS Monaco › FRA (6),,,,
Group,Matchday ?,B,(Wed) 8 Dec 1993 (W49),Werder Bremen › GER (6),5-3,0-3,RSC Anderlecht › BEL (6),,,,
Group,Matchday ?,A,(Wed) 2 Mar 1994 (W9),AS Monaco › FRA (7),3-0,2-0,Galatasaray İstanbul AŞ › TUR (7),,,,
Group,Matchday ?,A,(Wed) 2 Mar 1994 (W9),Spartak Moskva › RUS (7),2-2,0-1,FC Barcelona › ESP (7),,,,
Group,Matchday ?,B,(Wed) 2 Mar 1994 (W9),AC Milan › ITA (7),2-1,0-0,Werder Bremen › GER (7),,,,
Group,Matchday ?,B,(Wed) 2 Mar 1994 (W9),RSC Anderlecht › BEL (7),1-0,0-0,FC Porto › POR (7),,,,
Group,Matchday ?,A,(Wed) 16 Mar 1994 (W11),FC Barcelona › ESP (8),5-1,1-1,Spartak Moskva › RUS (8),,,,
Group,Matchday ?,A,(Wed) 16 Mar 1994 (W11),Galatasaray İstanbul AŞ › TUR (8),0-2,0-0,AS Monaco › FRA (8),,,,
Group,Matchday ?,B,(Wed) 16 Mar 1994 (W11),FC Porto › POR (8),2-0,1-0,RSC Anderlecht › BEL (8),,,,
Group,Matchday ?,B,(Wed) 16 Mar 1994 (W11),Werder Bremen › GER (8),1-1,0-0,AC Milan › ITA (8),,,,
Group,Matchday ?,A,(Wed) 30 Mar 1994 (W13),FC Barcelona › ESP (9),3-0,1-0,Galatasaray İstanbul AŞ › TUR (9),,,,
Group,Matchday ?,A,(Wed) 30 Mar 1994 (W13),Spartak Moskva › RUS (9),0-0,0-0,AS Monaco › FRA (9),,,,
Group,Matchday ?,B,(Wed) 30 Mar 1994 (W13),AC Milan › ITA (9),0-0,0-0,RSC Anderlecht › BEL (9),,,,
Group,Matchday ?,B,(Wed) 30 Mar 1994 (W13),Werder Bremen › GER (9),0-5,0-2,FC Porto › POR (9),,,,
Group,Matchday ?,A,(Wed) 13 Apr 1994 (W15),AS Monaco › FRA (10),0-1,0-1,FC Barcelona › ESP (10),,,,
Group,Matchday ?,A,(Wed) 13 Apr 1994 (W15),Galatasaray İstanbul AŞ › TUR (10),1-2,0-0,Spartak Moskva › RUS (10),,,,
Group,Matchday ?,B,(Wed) 13 Apr 1994 (W15),FC Porto › POR (10),0-0,0-0,AC Milan › ITA (10),,,,
Group,Matchday ?,B,(Wed) 13 Apr 1994 (W15),RSC Anderlecht › BEL (10),1-2,1-1,Werder Bremen › GER (10),,,,
,Semifinals,,(Wed) 27 Apr 1994 (W17),FC Barcelona › ESP (11),3-0,2-0,FC Porto › POR (11),,,,
,Semifinals,,(Wed) 27 Apr 1994 (W17),AC Milan › ITA (11),3-0,1-0,AS Monaco › FRA (11),,,,
,Final,,(Wed) 18 May 1994 (W20),AC Milan › ITA (12),4-0,0-0,FC Barcelona › ESP (12),,,,
